安定,あんてい,Stabilitas,guidance,hướng dẫn,안내
案内,あんない,panduan,That much,Đến thế đấy,그렇게
あんなに,あんなに,Sebanyak itu,Not really,Không hẳn,너무 많이
あんまり,あんまり,Tidak terlalu,stomach,cái bụng,위
胃,い,perut,good,Tốt,좋은
いい,いい,Bagus,good,Tốt,좋은
よい,よい,Bagus,home,trang chủ,아니
いえ,いえ,rumah,committee member,thành viên ủy ban,위원
委員,いいん,anggota komite,say,nói,말하다
言う,ゆう,mengatakan,unexpected,không ngờ tới,의외
意外,いがい,tidak terduga,Going,Đang đi,가다
行き,いき,Pergi,Going,Đang đi,가다
行き,ゆき,Pergi,breath,hơi thở,숨
息,いき,napas,momentum,động lực,기세
勢い,いきおい,momentum,Living things,Sinh vật sống,생물
生き物,いきもの,Makhluk hidup,how many,bao nhiêu,여러
幾つ,いくつ,berapa banyak,How much,Bao nhiêu,얼마
幾ら,いくら,Berapa harganya,No,KHÔNG,하지 말라
いけない,いけない,TIDAK,Doctor,Bác sĩ,의사
医師,いし,Dokter,intention,chủ đích,의사
意思,いし,maksud,will,sẽ,의지
意志,いし,akan,maintain,duy trì,유지
維持,いじ,menjaga,consciousness,ý thức,의식
意識,いしき,kesadaran,abnormality,bất thường,비정상
異常,いじょう,kelainan,chair,ghế,의자
椅子,いす,kursi,Izumi,Izumi,분수
泉,いずみ,Izumi,Eventually,Sau cùng,어떤
いずれ,いずれ,Pada akhirnya,Previously,Trước đây,이전
以前,いぜん,Sebelumnya,board,Cái bảng,판
板,いた,papan,great,Tuyệt,위대한
偉大,いだい,Besar,embrace,ôm,껴안다
抱く,いだく,merangkul,mischief,nghịch ngợm,장난
いたずら,いたずら,kerusakan,I'll enjoy having this,Tôi sẽ rất thích có thứ này.,받으세요
いただきます,いただきます,Saya akan senang memiliki ini,receive,nhận được,받다
頂く,いただく,menerima,pain,nỗi đau,고통
痛み,いたみ,nyeri,To reach,Để tiếp cận,이르다
至る,いたる,Untuk mencapai,one,một,이치
いち,いち,satu,position,chức vụ,위치
位置,いち,posisi,temporary,tạm thời,임시
一時,いちじ,sementara,all at once,tất cả cùng một lúc,한 번에
一度に,いちどに,sekaligus,market,chợ,시장
市場,いちば,pasar,number one,số một,가장
一番,いちばん,nomor satu,someday,một ngày nào đó,언젠가
いつか,いつか,suatu hari nanti,family,gia đình,가족
一家,いっか,keluarga,kind of,kiểu như,일종
一種,いっしゅ,agak,for a moment,trong giây lát,순간
一瞬,いっしゅん,untuk sesaat,lifetime,suốt đời,평생
一生,いっしょう,seumur hidup,even more,thậm chí còn hơn thế nữa,한층 더
一層,いっそう,bahkan lebih,Together,Cùng nhau,일체
一体,いったい,Bersama,match,cuộc thi đấu,일치
一致,いっち,cocok,anytime,bất cứ lúc nào,언제든지
いつでも,いつでも,kapan pun,general,tổng quan,일반
一般,いっぱん,umum,on the other hand,mặt khác,반면
一方,いっぽう,di sisi lain,Forever,Mãi mãi,언제까지나
いつまでも,いつまでも,Selamanya,everytime,mỗi lần,항상
いつも,いつも,setiap saat,move,di chuyển,이동
移動,いどう,bergerak,cousin,anh em họ,종형제
従兄弟,いとこ,sepupu,rice,cơm,벼
稲,いね,beras,Dozing off,Ngủ gật,졸음
居眠り,いねむり,Tertidur,life,mạng sống,생명
命,いのち,kehidupan,violation,vi phạm,위반
違反,いはん,pelanggaran,clothing,quần áo,옷
衣服,いふく,pakaian,living room,phòng khách,거실
居間,いま,ruang tamu,Now,Hiện nay,지금
今に,いまに,Sekarang,Now,Hiện nay,지금도
今にも,いまにも,Sekarang,No,KHÔNG,아니오
否,いや,TIDAK,Since then,Kể từ đó,이후
以来,いらい,Sejak itu,request,lời yêu cầu,요청
依頼,いらい,meminta,Irritation,Kích ứng,짜증
いらいら,いらいら,Gangguan,Welcome,Chào mừng,오세요
いらっしゃい,いらっしゃい,Selamat datang,medical care,chăm sóc y tế,의료
医療,いりょう,perawatan medis,rock,đá,바위
岩,いわ,batu,Celebration,Lễ ăn mừng,축하
祝い,いわい,Perayaan,celebrate,kỉ niệm,축하하다
祝う,いわう,merayakan,In other words,Nói cách khác,말하자면
言わば,いわば,Dengan kata lain,so-called,cái gọi là,이른바
いわゆる,いわゆる,yang disebut,ink,mực,잉크
インク,インク,tinta,printing,in ấn,인쇄
印刷,いんさつ,pencetakan,impression,ấn tượng,인상
印象,いんしょう,kesan,Retirement,Nghỉ hưu,은퇴
引退,いんたい,Masa pensiun,quotation,Trích dẫn,인용
引用,いんよう,kutipan,Whiskey,Whisky,위스키
ウイスキー,ウイスキー,Wiski,above,bên trên,상단
上,うわ,di atas,fish,cá,물고기
魚,うお,ikan,Gargle,Súc miệng,양치질
うがい,うがい,Berkumur,I will ask,Tôi sẽ hỏi,묻다
伺う,うかがう,Saya akan bertanya,receive,nhận được,받다
受け取る,うけとる,menerima,move,di chuyển,움직이다
動かす,うごかす,bergerak,rabbit,con thỏ,토끼
兎,うさぎ,kelinci,cattle,gia súc,소
牛,うし,ternak,lose,thua,잃다
失う,うしなう,kehilangan,rear,ở phía sau,후
後,うしろ,belakang,lie,nói dối,거짓말
嘘,うそ,berbohong,doubt,nghi ngờ,의심하다
疑う,うたがう,ragu,Inside,Bên trong,내
内,うち,Di dalam,universe,vũ trụ,우주
宇宙,うちゅう,semesta,shoot,bắn,쏘다
撃つ,うつ,menembak,move,di chuyển,옮기다
移す,うつす,bergerak,bring the action,mang hành động đến,고소하다
訴える,うったえる,mulai beraksi,growl,gầm gừ,으르렁
うなる,うなる,menggeram,to take,để lấy,빼앗다
奪う,うばう,untuk mengambil,horse,ngựa,말
馬,うま,kuda,good,Tốt,잘하다
うまい,うまい,Bagus,Born,Sinh,태어난
生まれ,うまれ,Dilahirkan,plum,quả mận,매화
梅,うめ,prem,betray,phản bội,배신하다
裏切る,うらぎる,mengkhianati,noisy,ồn ào,시끄러운
うるさい,うるさい,bising,happy,vui mừng,즐거운
嬉しい,うれしい,senang,sell,bán,팔다
売れる,うれる,menjual,rumor,tin đồn,소문
噂,うわさ,isu,Yeah,Vâng,그래
うん,（感）,Ya,luck,may mắn,운
運,うん,keberuntungan,driving,lái xe,운전
運転,うんてん,penggerak,motion,cử động,운동
運動,うんどう,gerakan,Pattern,Mẫu,무늬
柄,え,Pola,eternity,vĩnh cửu,영원
永遠,えいえん,keabadian,forever,mãi mãi,영구
永久,えいきゅう,selamanya,influence,ảnh hưởng,영향
影響,えいきょう,pengaruh,sales,việc bán hàng ,영업
営業,えいぎょう,penjualan,satellite,vệ tinh,위성
衛星,えいせい,satelit,nutrition,dinh dưỡng,영양
栄養,えいよう,nutrisi,smile,nụ cười,미소
笑顔,えがお,senyum,draw,vẽ tranh,그리기
描く,えがく,menggambar,feed,cho ăn,미끼
餌,えさ,memberi makan,Energy,Năng lượng,에너지
エネルギー,エネルギー,Energi,obtain,đạt được,얻다
得る,える,memperoleh,obtain,đạt được,얻다
得る,うる,memperoleh,circle,vòng tròn,원
円,えん,lingkaran,postponement,hoãn lại,연기
延期,えんき,penundaan,acting,diễn xuất,연기
演技,えんぎ,berakting,assistance,hỗ trợ,원조
援助,えんじょ,bantuan,engine,động cơ,엔진
エンジン,エンジン,mesin,speech,lời nói,연설
演説,えんぜつ,pidato,Performance,Hiệu suất,연주
演奏,えんそう,Pertunjukan,refrain,điệp khúc,삼가
遠慮,えんりょ,menahan diri,Your,Của bạn,어
御,お,Milikmu,old,cũ,늙은
老い,おい,tua,catch up,bắt kịp,따라잡다
追い付く,おいつく,mengejar,king,nhà vua,왕
王,おう,raja,Pursue,Theo đuổi,쫓다
追う,おう,Mengejar,king,nhà vua,왕
王様,おうさま,raja,prince,hoàng tử,왕자
王子,おうじ,pangeran,I will comply,Tôi sẽ tuân theo,응하다
応じる,おうじる,Saya akan mematuhinya,Crossing,Đi qua,횡단
横断,おうだん,Persimpangan,Finish,Hoàn thành,끝내다
終える,おえる,Menyelesaikan,Greatly,Rất nhiều,매우
大いに,おおいに,Sangat,cover,che phủ,덮다
覆う,おおう,menutupi,over-,qua-,오버
オーバー,オーバー,lebih-,landlord,chủ nhà,대가
大家,おおや,tuan tanah,hill,đồi,언덕
丘,おか,bukit,Oki,Được rồi,오키
沖,おき,Oki,Oku,Oku,안쪽
奥,おく,Oku,give,đưa cho,주는
贈る,おくる,memberi,happen,xảy ra,일어나다
起こる,おこる,terjadi,young,trẻ,어린
幼い,おさない,muda,to put away,cất đi,맞다
収める,おさめる,untuk disimpan,Grandfather,Ông nội,할아버지
おじいさん,おじいさん,Kakek,chatting,trò chuyện,수다
おしゃべり,おしゃべり,mengobrol,pollution,sự ô nhiễm,오염
汚染,おせん,polusi,probably,có lẽ,아마도
おそらく,おそらく,mungkin,fear,nỗi sợ,두려워하다
恐れる,おそれる,takut,terrible,kinh khủng,무서운
恐ろしい,おそろしい,sangat buruk,Each other,Nhau,서로
お互い,おたがい,Satu sama lain,gentle,dịu dàng,부드러운
穏やか,おだやか,lembut,man,người đàn ông,남자 사람
男の人,おとこのひと,pria,inferior,dưới,열등하다
劣る,おとる,inferior,stomach,cái bụng,배
お腹,おなか,perut,demon,quỷ,악마
鬼,おに,setan,band,ban nhạc,띠
帯,おび,pita,lunch,bữa trưa,점심
お昼,おひる,makan siang,office,văn phòng,사무실
オフィス,オフィス,kantor,drowning,chết đuối,익사하다
溺れる,おぼれる,tenggelam,you,Bạn,너
おまえ,おまえ,Anda,Congratulations,Chúc mừng,축하합니다
おめでとう,おめでとう,Selamat,To meet you,Để gặp bạn,눈에 띄는
お目に掛,おめにかかる,Untuk bertemu denganmu,memory,ký ức,추억
思い出,おもいで,ingatan,mainly,chủ yếu,주로
主に,おもに,terutama,Unintentionally,Vô tình,무심코
思わず,おもわず,Tanpa disengaja,Oh,Ồ,오야
おや,おや,Oh,swimming,bơi,수영
泳ぎ,およぎ,renang,about,Về,대략
およそ,およそ,tentang,influence,ảnh hưởng,미치다
及ぼす,およぼす,pengaruh,He is there,Anh ấy đang ở đó,있다
居る,おる,Dia ada di sana,lower,thấp hơn,내리다
下す,おろす,lebih rendah,unload,dỡ hàng,내리다
降ろす,おろす,membongkar,end,kết thúc,끝
終,おわり,akhir,sound,âm thanh,소리
音,おん,suara,Thanks,Cảm ơn,은
恩,おん,Terima kasih,warm,ấm,따뜻한
温暖,おんだん,hangat,temperature,nhiệt độ,온도
温度,おんど,suhu,Possible,Khả thi,예
可,か,Mungkin,Division,Phân công,과
課,か,Divisi,car,xe hơi,자동차
カー,カー,mobil,card,thẻ,카드
カード,カード,kartu,meeting,cuộc họp,모임
会,かい,pertemuan,times,lần,시간
回,かい,waktu,harm,làm hại,해
害,がい,menyakiti,member,thành viên,회원
会員,かいいん,anggota,painting,bức vẽ,회화
絵画,かいが,lukisan,abroad,ở nước ngoài,해외
海外,かいがい,luar negeri,accounting,kế toán,회계
会計,かいけい,akuntansi,solution,giải pháp,해결
解決,かいけつ,larutan,meeting,cuộc họp,회의
会合,かいごう,pertemuan,diplomacy,ngoại giao,외교
外交,がいこう,diplomasi,start,bắt đầu,시작
開始,かいし,awal,interpretation,diễn giải,해석
解釈,かいしゃく,interpretasi,going out,đi ra ngoài,외출
外出,がいしゅつ,keluar,improvement,sự cải tiến,개선
改善,かいぜん,peningkatan,comfortable,thoải mái,편안함
快適,かいてき,nyaman,recovery,sự hồi phục,회복
回復,かいふく,pemulihan,keep,giữ,기르다
飼う,かう,menyimpan,Replace,Thay thế,바꾸다
替える,かえる,Mengganti,exchange,trao đổi,바꾸다
換える,かえる,menukarkan,scent,hương thơm,향기
香り,かおり,aroma,painter,họa sĩ,화가
画家,がか,pelukis,to carry,mang theo,안다
抱える,かかえる,untuk membawa,price,giá ,가격
価格,かかく,harga,chemistry,hoá học,화학
化学,かがく,kimia,Shining,Tỏa sáng,빛나는
輝く,かがやく,Bersinar,Person in charge,Người phụ trách,계
係,かかり,Orang yang bertanggung jawab,It costs,Nó tốn kém,걸다
掛かる,かかる,Biayanya,contract,hợp đồng,끌다
罹る,かかる,kontrak,key,chìa khóa,열쇠
鍵,かぎ,kunci,limit,giới hạn,제한하다
限る,かぎる,membatasi,draw,vẽ tranh,그리기
描く,かく,menggambar,furniture,nội thất,가구
家具,かぐ,mebel,studies,nghiên cứu,학
学,がく,studi,amount,số lượng,이마
額,がく,jumlah,Determination,Sự quyết tâm,각오
覚悟,かくご,Tekad,certainty,chắc chắn,확실
確実,かくじつ,kepastian,scholar,học giả,학자
学者,がくしゃ,sarjana,study,học,학습
学習,がくしゅう,belajar,hide,trốn,숨기다
隠す,かくす,bersembunyi,expansion,sự mở rộng,확대
拡大,かくだい,ekspansi,confirmation,xác nhận,확인
確認,かくにん,konfirmasi,Scholarship,Học bổng,학문
学問,がくもん,Beasiswa,hide,trốn,숨기다
隠れる,かくれる,bersembunyi,shadow,bóng tối,그림자
影,かげ,bayangan,shadow,bóng tối,그늘
陰,かげ,bayangan,missing,mất tích,부족
欠ける,かける,hilang,Moderation,Sự điều độ,가감
加減,かげん,Moderasi,past,quá khứ,과거
過去,かこ,masa lalu,basket,rổ,바구니
籠,かご,keranjang,surround,bao quanh,둘러싸다
囲む,かこむ,mengelilingi,fire,ngọn lửa,화재
火災,かさい,api,lending,cho vay,대여
貸し,かし,pinjaman,Confectionery,Bánh kẹo,과자
菓子,かし,Permen,housework,việc nhà,가사
家事,かじ,tugas rumah,wise,khôn ngoan,현명한
賢い,かしこい,bijak,singer,ca sĩ,가수
歌手,かしゅ,penyanyi,number,con số,수
数,かず,nomor,Earn,Kiếm,벌다
稼ぐ,かせぐ,Menghasilkan,count,đếm,세다
数える,かぞえる,menghitung,type,kiểu,유형
型,かた,jenis,shoulder,vai,어깨
肩,かた,bahu,hard,cứng,딱딱한
硬い,かたい,keras,various places,nhiều nơi,사람들
方々,かたがた,berbagai tempat,sword,gươm,검
刀,かたな,pedang,To speak,Để nói,말하다
語る,かたる,Untuk berbicara,Win,Thắng,승리
勝ち,かち,Menang,value,giá trị,가치
価値,かち,nilai,Disappointed,Thất vọng,실망
がっかり,がっかり,Kecewa,Vibrancy,Sự sống động,활기찬
活気,かっき,Semangat,semester,học kỳ,학기
学期,がっき,semester,style,phong cách,모습
格好,かっこう,gaya,activity,hoạt động ,활동
活動,かつどう,aktivitas,Utilization,Sử dụng,활용
活用,かつよう,Pemanfaatan,grieve,đau buồn,슬픔
悲しむ,かなしむ,bersedih,necessarily,nhất thiết,반드시
必ずしも,かならずしも,perlu,pretty,đẹp,꽤
かなり,かなり,cantik,gold,vàng,금
金,かね,emas,rich,giàu có,부자
金持ち,かねもち,kaya,Possible,Khả thi,가능
可能,かのう,Mungkin,KK,KK,주식
株,かぶ,KK,suffer,chịu đựng,쓰다
被る,かぶる,menderita,Pay attention,Hãy chú ý,잡다
構う,かまう,Memperhatikan,patience,tính kiên nhẫn,인내
我慢,がまん,kesabaran,above,bên trên,상단
上,かみ,di atas,God,Chúa,신
神,かみ,Tuhan,thunder,sấm sét,번개
雷,かみなり,guruh,hair,tóc,머리카락
髪の毛,かみのけ,rambut,Subject,Chủ thể,과목
科目,かもく,Subjek,Maybe,Có lẽ,수도
かもしれない,かもしれない,Mungkin,Tuesday,Thứ ba,화요일
火曜,かよう,Selasa,sky,bầu trời,하늘
空,から,langit,Pattern,Mẫu,무늬
柄,がら,Pola,mow,cắt cỏ,깎다
刈る,かる,memotong rumput,they,họ,그 등
彼等,かれら,mereka,river,dòng sông,강
川,かわ,sungai,river,dòng sông,강
河,かわ,sungai,leather,da thú,피부
皮,かわ,kulit,leather,da thú,가죽
革,かわ,kulit,Poor thing,Tội nghiệp,귀여워
かわいそう,かわいそう,Kasihan sekali,Cute,Dễ thương,귀엽다
かわいらしい,かわいらしい,Imut-imut,can,Có thể,캔
缶,かん,Bisa,Intuition,Trực giác,감
勘,かん,Intuisi,thought,nghĩ,생각
考え,かんがえ,pikiran,feelings,cảm xúc,감각
感覚,かんかく,perasaan,audience,khán giả,관객
観客,かんきゃく,hadirin,environment,môi trường,환경
環境,かんきょう,lingkungan,welcome,Chào mừng,환영
歓迎,かんげい,selamat datang,sightseeing,tham quan,관광
観光,かんこう,tamasya,observation,quan sát,관찰
観察,かんさつ,pengamatan,feeling,cảm giác,느낌
感じ,かんじ,merasa,thanks,Cảm ơn,감사
感謝,かんしゃ,terima kasih,patient,kiên nhẫn,환자
患者,かんじゃ,sabar,Account,Tài khoản,계정
勘定,かんじょう,Akun,emotions,cảm xúc,감정
感情,かんじょう,emosi,feel,cảm thấy,느끼다
感じる,かんじる,merasa,Impressive,Ấn tượng,감성
感心,かんしん,Menakjubkan,interest,quan tâm,관심
関心,かんしん,minat,Regarding,Về,관련
関する,かんする,Tentang,Completed,Hoàn thành,완성
完成,かんせい,Selesai,complete,hoàn thành,완전
完全,かんぜん,menyelesaikan,Impressed,Ấn tượng,감동
感動,かんどう,Terkesan,director,giám đốc,감독
監督,かんとく,direktur,management,sự quản lý,관리
管理,かんり,pengelolaan,completion,hoàn thành,완료
完了,かんりょう,penyelesaian,connection,sự liên quan,관련
関連,かんれん,koneksi,Member of Parliament,Thành viên Quốc hội,의원
議員,ぎいん,Anggota Parlemen,memory,ký ức,기억
記憶,きおく,ingatan,temperature,nhiệt độ,기온
気温,きおん,suhu,machine,máy móc,기계
機械,きかい,mesin,Parliament,Quốc hội,의회
議会,ぎかい,Parlemen,period,Giai đoạn,기간
期間,きかん,periode,institution,tổ chức,기관
機関,きかん,lembaga,company,công ty,기업
企業,きぎょう,perusahaan,Effective,Hiệu quả,효과
効く,きく,Efektif,mood,tâm trạng,기분
機嫌,きげん,suasana hati,climate,khí hậu,기후
気候,きこう,iklim,shore,bờ biển,해안
岸,きし,pantai,material,vật liệu,직물
生地,きじ,bahan,article,bài báo,기사
記事,きじ,artikel,engineer,kỹ sư,기술자
技師,ぎし,insinyur,reporter,phóng viên,기자
記者,きしゃ,reporter,scratch,cào,상처
傷,きず,menggores,Expectations,Kỳ vọng,기대
期待,きたい,Harapan,Going home,Về nhà,귀가
帰宅,きたく,Pulang ke rumah,valuable,có giá trị lớn,소중한
貴重,きちょう,berharga,Chairman,Chủ tịch,의장
議長,ぎちょう,Ketua,proper,thích hợp,제대로
きちんと,きちんと,sesuai,tight,chặt,힘든
きつい,きつい,ketat,notice,để ý,알아차리다
気付く,きづく,melihat,I like it,Tôi thích nó,마음에 드는
気に入る,きにいる,Aku menyukainya,fill in,điền vào,기입
記入,きにゅう,mengisi,memorial,đài tưởng niệm,기념
記念,きねん,peringatan,function,chức năng,기능
機能,きのう,fungsi,Poor thing,Tội nghiệp,기독
気の毒,きのどく,Kasihan sekali,donation,quyên góp,기부
寄付,きふ,sumbangan,hope,mong,희망
希望,きぼう,harapan,basic,nền tảng,기본
基本,きほん,dasar,Decision,Phán quyết,결정
決まり,きまり,Keputusan,Feeling,Cảm giác,맛
気味,きみ,Merasa,strange,lạ lùng,이상한
奇妙,きみょう,aneh,duty,nhiệm vụ,의무
義務,ぎむ,tugas,Question,Câu hỏi,의문
疑問,ぎもん,Pertanyaan,reverse,đảo ngược,반전
逆,ぎゃく,balik,captain,đội trưởng,캡틴
キャプテン,キャプテン,kapten,camp,trại,캠프
キャンプ,キャンプ,kamp,Nine,Chín,9
九,きゅう,Sembilan,Old,Cũ,구
旧,きゅう,Tua,class,lớp học,급
級,きゅう,kelas,ball,quả bóng,구
球,きゅう,bola,vacation,kì nghỉ,휴가
休暇,きゅうか,liburan,break,phá vỡ,휴식
休憩,きゅうけい,merusak,rapid,nhanh,급격한
急激,きゅうげき,cepat,absorption,hấp thụ,흡수
吸収,きゅうしゅう,penyerapan,rescue,giải thoát,구조
救助,きゅうじょ,menyelamatkan,rapid,nhanh,급속
急速,きゅうそく,cepat,Suddenly,Đột nhiên,갑자기
急に,きゅうに,Tiba-tiba,salary,lương,월급
給料,きゅうりょう,gaji,skillful,khéo léo,악기
器用,きよう,mahir,textbook,sách giáo khoa,교과서
教科書,きょうかしょ,buku pelajaran,competition,cuộc thi,경기
競技,きょうぎ,kompetisi,Manners,Lễ nghi,행의
行儀,ぎょうぎ,Tata krama,supply,cung cấp,공급
供給,きょうきゅう,memasok,teacher,giáo viên,교사
教師,きょうし,guru,professor,giáo sư,교수
教授,きょうじゅ,profesor,emphasis,nhấn mạnh,강조
強調,きょうちょう,tekanan,common,chung,공통
共通,きょうつう,umum,joint,chung,공동
共同,きょうどう,persendian,fear,nỗi sợ,공포
恐怖,きょうふ,takut,cooperation,sự hợp tác,협력
協力,きょうりょく,kerja sama,powerful,mạnh mẽ,강력
強力,きょうりょく,kuat,permission,sự cho phép,허가
許可,きょか,izin,Bureau,Cục,방송국
局,きょく,Biro,huge,to lớn,거대한
巨大,きょだい,sangat besar,hate,ghét,싫어
嫌う,きらう,membenci,fog,sương mù,안개
霧,きり,kabut,Cut,Cắt,끊다
切れ,きれ,Memotong,Cut,Cắt,끊다
切れる,きれる,Memotong,kilo,kilô,킬로
キロ,キロ,kilo,record,ghi ,기록
記録,きろく,catatan,Discussion,Cuộc thảo luận,토론
議論,ぎろん,Diskusi,gold,vàng,금
金,きん,emas,silver,bạc,실버
銀,ぎん,perak,no smoking,cấm hút thuốc,금연
禁煙,きんえん,DILARANG MEROKOK,Amount,Số lượng,금액
金額,きんがく,Jumlah,safe,an toàn,금고
金庫,きんこ,aman,Prohibited,Bị cấm,금지
禁止,きんし,Dilarang,money,tiền bạc,금전
金銭,きんせん,uang,metal,kim loại,금속
金属,きんぞく,logam,modern times,thời hiện đại,현대
近代,きんだい,zaman modern,tension,căng thẳng,긴장
緊張,きんちょう,ketegangan,muscle,cơ bắp,근육
筋肉,きんにく,otot,finance,tài chính,금융
金融,きんゆう,keuangan,Friday,Thứ sáu,금요일
金曜,きんよう,Jumat,Nine,Chín,9
九,く,Sembilan,clause,điều khoản,구
句,く,ayat,eat,ăn,먹다
食う,くう,makan,coincidence,sự trùng hợp,우연히
偶然,ぐうぜん,kebetulan,odor,mùi,냄새
臭い,くさい,bau,chain,xích,사슬
鎖,くさり,rantai,rot,thối rữa,썩다
腐る,くさる,membusuk,habit,thói quen,버릇
癖,くせ,kebiasaan,tube,ống,관
管,くだ,tabung,concrete,bê tông,구체적인
具体,ぐたい,konkret,give,đưa cho,내리다
下さる,くださる,memberi,Down,Xuống,다운
下り,くだり,Turun,pain,nỗi đau,고통
苦痛,くつう,nyeri,Sleeping soundly,Ngủ ngon giấc,흠뻑
ぐっすり,ぐっすり,Tidur nyenyak,distinction,sự phân biệt,구별
区別,くべつ,perbedaan,set,bộ,쌍
組,くみ,mengatur,union,công đoàn,노조
組合,くみあい,serikat,Assemble,Lắp ráp,짜다
組む,くむ,Berkumpul,Cloudy,Nhiều mây,흐림
曇,くもり,Berawan,rank,thứ hạng,위치
位,くらい,pangkat,living,cuộc sống,생활
暮らし,くらし,hidup,Classical,Cổ điển,클래식
クラシック,クラシック,Klasik,live,sống,살다
暮らす,くらす,hidup,glass,thủy tinh,유리
グラス,グラス,kaca,ground,đất,그랜드
グランド,グランド,tanah,cream,kem,크림
クリーム,クリーム,krim,repeat,lặp lại,반복하다
繰り返す,くりかえす,mengulang,Christmas,Giáng sinh,크리스마스
クリスマス,クリスマス,Natal,Go mad,Điên cuồng,미친
狂う,くるう,Menjadi gila,group,nhóm,그룹
グループ,グループ,kelompok,painful,đau đớn,괴로운
苦しい,くるしい,menyakitkan,suffer,chịu đựng,고통
苦しむ,くるしむ,menderita,end of the year,cuối năm,삶
暮れ,くれ,akhir tahun,hardship,khó khăn,고생
苦労,くろう,kesulitan,Add,Thêm vào,추가
加える,くわえる,Menambahkan,be familiar with,làm quen với,상세한
詳しい,くわしい,terbiasa dengan,Join,Tham gia,가입하다
加わる,くわわる,Bergabung,precept,nguyên tắc,훈련
訓,くん,aturan,army,quân đội,군
軍,ぐん,tentara,army,quân đội,군대
軍隊,ぐんたい,tentara,training,đào tạo,훈련
訓練,くんれん,pelatihan,under,dưới,아래
下,げ,di bawah,Total,Tổng cộng,합계
計,けい,Total,respect,sự tôn trọng,경의
敬意,けいい,menghormati,management,sự quản lý,경영
経営,けいえい,pengelolaan,plan,kế hoạch,계획
計画,けいかく,rencana,Economy,Kinh tế,경기
景気,けいき,Ekonomi,experience,kinh nghiệm,경험
経験,けいけん,pengalaman,tendency,xu hướng,추세
傾向,けいこう,kecenderungan,caveat,lưu ý,경고
警告,けいこく,peringatan,calculation,tính toán,계산
計算,けいさん,perhitungan,Notice,Để ý,게시
掲示,けいじ,Melihat,detective,thám tử,범죄
刑事,けいじ,detektif,art,nghệ thuật,예술
芸術,げいじゅつ,seni,contract,hợp đồng,계약
契約,けいやく,kontrak,via,thông qua,경유
経由,けいゆ,melalui,case,trường hợp,케이스
ケース,ケース,kasus,game,trò chơi,게임
ゲーム,ゲーム,permainan,injury,chấn thương,부상
怪我,けが,cedera,play,chơi,극
劇,げき,bermain,theater,nhà hát,극장
