或る,ある,Seseorang tertentu,A certain,Một điều nhất định,특정
或いは,あるいは,Atau,Or,Hoặc,또는
彼此,あれこれ,Dia di sini,He here,Anh ấy ở đây,그가
合わす,あわす,Menggabungkan,Combine,Kết hợp,합치다
合わせ,あわせ,Cocok,Match,Cuộc thi đấu,맞춤
慌ただしい,あわただしい,Sibuk sekali,Hectic,Hối hả,당황하다
慌てる,あわてる,panik,panic,hoảng loạn,당황하다
暗殺,あんさつ,pembunuhan,assassination,ám sát,암살
暗算,あんざん,aritmatika mental,mental arithmetic,tính nhẩm,암산
暗示,あんじ,kiasan,allusion,ám chỉ,암시
案じる,あんじる,khawatir,worry,lo lắng,안다
安静,あんせい,istirahat,rest,nghỉ ngơi,휴식
案の定,あんのじょう,Sesuai harapan,As expected,Đúng như dự đoán,계획의 결정
余り,あんまり,sisa,remainder,phần còn lại,너무
依,い,Bergantung,Depends,Tùy thuộc vào,의뢰
良い,いい,Bagus,good,Tốt,좋은
伊井,いい,II,Ii,II,이이
否,いいえ,TIDAK,No,KHÔNG,아니오
いい加減,いいかげん,Cukup sudah,Enough already,Đủ rồi!,좋은 가감
言い訳,いいわけ,mengizinkan,excuse,thứ lỗi,변명
家出,いえで,Melarikan diri dari rumah,Running away from home,Bỏ nhà đi,가출
家主,いえぬし,tuan tanah,landlord,chủ nhà,집주인
如何,いかが,Bagaimana dengan,How about,Bạn nghĩ thế nào về,어떤
生かす,いかす,untuk memanfaatkan,to make use,để sử dụng,살리다
雷,いかずち,guruh,thunder,sấm sét,번개
如何に,いかに,Bagaimana,How,Làm sao,어떻게
如何にも,いかにも,Memang,Indeed,Thực vậy,여하튼
怒り,いかり,amarah,anger,sự tức giận,분노
怒る,いかる,amarah,anger,sự tức giận,화난
歪む,いがむ,memutarbalikkan,distort,biến dạng,왜곡
粋,いき,Bergaya,Stylish,Phong cách,멋진
域外,いきがい,di luar area,outside the area,bên ngoài khu vực,역외
意気込む,いきごむ,Antusias,Enthusiastic,Nhiệt tình,걱정하다
経緯,いきさつ,latar belakang,background,lý lịch,경위
行き違い,いきちがい,Salah paham,Misunderstanding,Sự hiểu lầm,엇갈림
行き成り,いきなり,Tiba-tiba,Suddenly,Đột nhiên,완성
異議,いぎ,keberatan,objection,phản đối,이의
いく,いく,pergi,go,đi,가다
軍,いくさ,tentara,army,quân đội,군
戦,いくさ,perang,war,chiến tranh,싸움
育成,いくせい,Pelatihan,Training,Đào tạo,육성
幾多,いくた,Berapa banyak,How many,Bao nhiêu,수많은
活ける,いける,untuk mengatur,to arrange,để sắp xếp,활용하다
異見,いけん,pendapat berbeda,different opinion,ý kiến ​​khác,이견
意向,いこう,kecenderungan,inclination,khuynh hướng,의향
移行,いこう,transfer,transfer,chuyển khoản,마이그레이션
いざ,いざ,Ayo pergi,Let's go,Đi thôi,막상
碑,いしぶみ,Monumen,Monument,Đài kỷ niệm,비
衣装,いしょう,kostum,costume,trang phục,의상
意地,いじ,Sikap keras kepala,Stubbornness,Sự cứng đầu,의지
苛める,いじめる,menggoda,tease,trêu chọc,자극하다
移住,いじゅう,Migrasi,Migration,Di cư,이주
弄る,いじる,mengutak-atik,tamper with,can thiệp vào,Fucking
何れ,いずれ,Yang,Which,Cái mà,무엇
異性,いせい,lawan jenis,opposite sex,người khác giới,이성
遺跡,いせき,Reruntuhan,Ruins,Di tích,유적
依然,いぜん,tetap,still,vẫn,여전히
依存,いそん,ketergantungan,dependence,sự phụ thuộc,의존
委託,いたく,konsinyasi,consignment,lô hàng,위탁
悪戯,いたずら,kerusakan,mischief,nghịch ngợm,나쁜
頂,いただき,atas,top,đứng đầu,정상
戴きます,いただきます,Saya akan mengambilnya.,I'll take it.,Tôi sẽ nhận nó.,잡다
至って,いたって,Sangat,Very,Rất,이르다
痛む,いたむ,Nyeri,Pain,Nỗi đau,아프다
痛める,いためる,untuk menyakiti,to hurt,làm tổn thương,아프다
炒める,いためる,tumis,stir-fry,món xào,볶다
労る,いたわる,Hati-hati,Take care,Bảo trọng,노력하다
市,いち,kota,city,thành phố,시
位地,いち,posisi,position,chức vụ,위치
一々,いちいち,Setiap orang,Each and every,Mỗi và mọi,일일
一概に,いちがいに,Umumnya,In general,Nói chung,일반적으로
一見,いちげん,Sekilas pandang,At first glance,Thoạt nhìn,보기
一言,いちげん,Satu kata,One word,Một từ,한마디
一日,いちじつ,Satu hari,one day,một ngày,하루
一定,いちじょう,konstan,constant,không thay đổi,일정
著しい,いちじるしい,luar biasa,remarkable,đáng chú ý,현저한
一同,いちどう,Bersama,All together,Tất cả cùng nhau,일동
一人,いちにん,Satu orang,One person,Một người,혼자
一部,いちぶ,bagian,part,phần,부분
一部分,いちぶぶん,bagian,part,phần,부분
一別,いちべつ,Ichibetsu,Ichibetsu,Ichibetsu,일별
一面,いちめん,satu sisi,one side,một bên,일면
一目,いちもく,lirikan,glance,cái nhìn thoáng qua,첫눈
一様,いちよう,seragam,uniform,đồng phục,균일하다
一律,いちりつ,Seragam,Uniformly,Đồng nhất,일률
一連,いちれん,Sebuah seri,A series,Một loạt,일련
一括,いっかつ,Kelompok,Batch,Lô,일괄
一気,いっき,Sekaligus,All at once,Tất cả cùng một lúc,단숨
一挙に,いっきょに,Sekaligus,All at once,Tất cả cùng một lúc,일거에
一切,いっさい,Tidak ada,Nothing,Không có gì,일체
一心,いっしん,keteguhan hati,single-mindedness,sự tập trung cao độ,일심
いっそ,いっそ,Lebih tepatnya,Rather,Hơn là,차라리
一帯,いったい,seluruh area,entire area,toàn bộ khu vực,일대
一敗,いっぱい,Satu kerugian,One loss,Một tổn thất,일패
一変,いっぺん,Berubah total,Completely changed,Đã thay đổi hoàn toàn,일변
何時,いつ,Kapan,when,khi,몇시
何時か,いつか,Beberapa waktu,Sometime,Đôi khi,몇시인가
何時でも,いつでも,Kapan pun,Anytime,Bất cứ lúc nào,언제든지
何時の間にか,いつのまにか,Sebelum aku menyadarinya,Before I knew it,Trước khi tôi kịp nhận ra điều đó,몇시에
何時までも,いつまでも,Selamanya,Forever,Mãi mãi,몇시까지
何時も,いつも,selalu,always,luôn luôn,몇시라도
意図,いと,maksud,intention,chủ đích,의도
営む,いとなむ,untuk berlari,to run,để chạy,운영하다
暇,いとま,waktu luang,free time,thời gian rảnh rỗi,여가
異動,いどう,Transfer,Transfer,Chuyển khoản,이동
挑む,いどむ,Tantangan,Challenge,Thử thách,도전하다
稲光,いなびかり,petir,lightning,sét,벼
古,いにしえ,tua,old,cũ,오래된
祈り,いのり,doa,prayer,lời cầu nguyện,기도
鼾,いびき,keruh,snoring,tiếng ngáy,삐
今更,いまさら,Sekarang,now,Hiện nay,지금
未だ,いまだ,tetap,still,vẫn,아직
移民,いみん,imigrasi,immigration,nhập cư,이민
厭々,いやいや,Dengan enggan,Reluctantly,Một cách miễn cưỡng,厭々
卑しい,いやしい,basis,base,căn cứ,어리석은
いやに,いやに,Tidak biasa,Unusual,Bất thường,아니
厭やらしい,いやらしい,Menjijikkan,Disgusting,Kinh tởm,어리석은
愈々,いよいよ,dengan gembira,joyfully,hân hoan,어리석은
意欲,いよく,Motivasi,Motivation,Động lực,의욕
苛々,いらいら,Kesal,Irritated,Bị kích ứng,자극
入口,いりくち,pintu masuk,entrance,cổng vào,입구
衣料,いりょう,Pakaian,Clothing,Quần áo,의류
威力,いりょく,kekuatan,power,quyền lực,위력
入る,いる,memasuki,enter,đi vào,들어가다
衣類,いるい,pakaian,clothing,quần áo,의류
色々,いろいろ,bermacam-macam,various,nhiều,다양한
異論,いろん,Perbedaan pendapat,Dissent,Sự bất đồng,이론
所謂,いわゆる,yang disebut,so-called,cái gọi là,소위
印,いん,tanda,mark,đánh dấu,표시
員,いん,anggota,member,thành viên,회원
印鑑,いんかん,stempel tanda tangan,signature stamp,dấu chữ ký,인감
陰気,いんき,muram,gloomy,ảm đạm,음
隠居,いんきょ,Masa pensiun,Retirement,Nghỉ hưu,은거
上下,うえした,atas dan bawah,top and bottom,trên và dưới,상하
浮かぶ,うかぶ,Mengapung,Floating,Nổi,떠다니는
受かる,うかる,Lulus,Pass,Vượt qua,받다
含嗽,うがい,berkumur,gargling,súc miệng,함치
受け入れ,うけいれ,menerima,accept,chấp nhận,수락
受け入れる,うけいれる,menerima,accept,chấp nhận,수락하다
受け継ぐ,うけつぐ,mewarisi,inherit,kế thừa,계승하다
受け付ける,うけつける,menerima,accept,chấp nhận,수락하다
受け止める,うけとめる,Menerima,Accept,Chấp nhận,수락하다
受け取り,うけとり,Kuitansi,Receipt,Biên lai,수령
受身,うけみ,pasif,passive,thụ động,수신
動き,うごき,pergerakan,movement,sự chuyển động,움직임
潮,うしお,gelombang pasang,tide,thủy triều,조수
氏,うじ,Tn.,Mr.,Ông,씨
渦,うず,pusaran,vortex,xoáy,소용돌이
埋まる,うずまる,Mengisi,Fill,Đổ đầy,채우다
嘘つき,うそつき,Pembohong,Liar,Kẻ nói dối,거짓말쟁이
打ち合わせ,うちあわせ,pertemuan,meeting,cuộc họp,회의
打ち合わせる,うちあわせる,Pertemuan,Meeting,Cuộc họp,협의하다
打ち切る,うちきる,menggugurkan,abort,hủy bỏ,중단하다
打ち消し,うちけし,Pembatalan,Cancellation,Hủy bỏ,무시
打ち込む,うちこむ,memukul,hit,đánh,치다
団扇,うちわ,penggemar,fan,cái quạt,단선
内訳,うちわけ,perincian,breakdown,sự cố,고장
訴え,うったえ,gugatan,lawsuit,vụ kiện,고소
鬱陶しい,うっとうしい,Mengganggu,Annoying,Khó chịu,우울한
写し,うつし,menyalin,copy,bản sao,복사
空ろ,うつろ,kosong,hollow,rỗng,빈
器,うつわ,kapal,vessel,tàu,그릇
雨天,うてん,cuaca hujan,rainy weather,thời tiết mưa,우천
腕前,うでまえ,Keahlian,Skill,Kỹ năng,솜씨
饂飩,うどん,mie,noodles,mì,饂飩
促す,うながす,mengingatkan,prompt,lời nhắc,촉구하다
唸る,うなる,Mengerang,Groan,Than van,씹다
自惚れ,うぬぼれ,Kesombongan,Conceit,Sự kiêu ngạo,자매
甘い,うまい,manis,sweet,ngọt ,달콤한
生まれつき,うまれつき,Dilahirkan,Born,Sinh,출생
海路,うみじ,rute laut,sea ​​route,tuyến đường biển,해로
産む,うむ,melahirkan,give birth,sinh con,낳다
埋め込む,うめこむ,menanamkan,embed,nhúng,내장
梅干,うめぼし,buah plum yang diasamkan,pickled plums,mận muối chua,우메보시
末,うら,akhir,end,kết thúc,끝
裏返し,うらがえし,Terbalik,Inside out,Từ trong ra ngoài,뒤집다
売り出し,うりだし,penjualan,sale,doanh thu,판매
売り出す,うりだす,Untuk dijual,For sale,Cần bán,판매하다
潤う,うるおう,Melembapkan,Moisturizing,Dưỡng ẩm,수분
五月蝿い,うるさい,Bising,Noisy,Ồn ào,오월
売れ行き,うれゆき,penjualan,sales,việc bán hàng ,판매
浮気,うわき,Curang,Cheating,Gian lận,바람
上手,うわて,Bagus,good,Tốt,잘
上回る,うわまわる,Melampaui,Exceed,Quá,능가하다
植わる,うわる,tanaman,plant,thực vật,심다
運営,うんえい,operasi,operation,hoạt động,운영
うんざり,うんざり,muak,fed up,chán ngấy,지친
運送,うんそう,angkutan,transportation,vận tải,운송
運賃,うんちん,tarif,fare,giá vé,운임
云々,うんぬん,dll.,etc.,vân vân.,운
運搬,うんぱん,Angkutan,Transportation,Vận tải,운반
運命,うんめい,takdir,destiny,định mệnh,운명
運輸,うんゆ,angkutan,transportation,vận tải,수송
運用,うんよう,Operasi,Operation,Hoạt động,운영
会,え,pertemuan,meeting,cuộc họp,모임
重,え,berat,heavy,nặng,무거운
えい,えい,sinar,ray,tia,에이
映写,えいしゃ,proyeksi,projection,phép chiếu,영사
英字,えいじ,Huruf-huruf Inggris,English letters,Thư tiếng Anh,영문
衛生,えいせい,kebersihan,hygiene,vệ sinh,위생
映像,えいぞう,gambar,picture,hình ảnh,영상
英雄,えいゆう,pahlawan,hero,anh hùng,영웅
液,えき,cairan,liquid,chất lỏng,액체
役,えき,Peran,Role,Vai trò,역할
閲覧,えつらん,Melihat,View,Xem,브라우징
獲物,えもの,Mangsa,Prey,Con mồi,먹이
襟,えり,kerah,collar,cổ áo,칼라
縁,えん,tepian,edge,bờ rìa,가장자리
塩,えん,garam,salt,muối,소금
艶,えん,mengkilap,gloss,bóng,광택
園,えん,kebun,garden,vườn,정원
円滑,えんかつ,Mulus,Smooth,Trơn tru,부드러운
縁側,えんがわ,beranda,veranda,hiên nhà,가장자리
沿岸,えんがん,pesisir,coast,bờ biển,해안
婉曲,えんきょく,eufemisme,euphemism,uyển ngữ,완곡
演習,えんしゅう,latihan,exercises,bài tập,연습
演出,えんしゅつ,Arah,Direction,Phương hướng,연출
演じる,えんじる,bermain,play,chơi,연기하다
演ずる,えんずる,bermain,play,chơi,연주하다
沿線,えんせん,Sepanjang garis,Along the line,Dọc theo đường thẳng,연선
縁談,えんだん,Lamaran pernikahan,Marriage proposal,lời cầu hôn,연담
遠方,えんぽう,jauh,far away,xa,멀리
円満,えんまん,Harmonis,Harmonious,Hài hòa,원만
尾,お,ekor,tail,đuôi,꼬리
於,お,di dalam,in,TRONG,대
甥,おい,keponakan laki-laki,nephew,cháu trai,조카
追い込む,おいこむ,menikung,cornering,vào cua,쫓다
美味しい,おいしい,lezat,delicious,thơm ngon,맛있는
追い出す,おいだす,Mengusir,Drive out,Lái xe ra ngoài,쫓다
於いて,おいて,pada,at,Tại,이
お出でになる,おいでになる,Akan datang,To come,Sẽ sớm ra mắt,나가서
老いる,おいる,Menjadi tua,To grow old,Trở nên già đi,늙은
負う,おう,beruang,bear,con gấu,잃다
応急,おうきゅう,keadaan darurat,emergency,khẩn cấp,응급
黄金,おうごん,emas,gold,vàng,황금
黄色,おうしょく,kuning,yellow,màu vàng,황색
応募,おうぼ,Aplikasi,Application,Ứng dụng,신청
おおい,おおい,Ooi,Ooi,Ooi,오이
大方,おおかた,Sebagian besar,Mostly,Hầu hết,큰
大柄,おおがら,Besar,Large,Lớn,큰 무늬
大げさ,おおげさ,berlebihan,exaggerated,phóng đại,엄청난
大事,おおごと,Penting,Important,Quan trọng,소중한
大ざっぱ,おおざっぱ,Dengan kasar,Roughly,Khoảng,스케치
大筋,おおすじ,Poin-poin utama,Main points,Những điểm chính,대근
大空,おおぞら,Daisō,Daisō,Daisō,큰 하늘
大幅,おおはば,Secara signifikan,Significantly,Đáng kể,크게
大水,おおみず,air besar,big water,nước lớn,대수
公,おおやけ,publik,public,công cộng,공공
お蔭,おかげ,Terima kasih,Thanks,Cảm ơn,蔭
お蔭様で,おかげさまで,Terima kasih kepadamu,Thanks to you,Cảm ơn bạn,蔭様으로
可笑しい,おかしい,lucu,funny,buồn cười,웃음
犯す,おかす,melakukan,commit,làm,범하다
侵す,おかす,menyerbu,invade,xâm lược,침략하다
お菜,おかず,lauk pauk,side dishes,món ăn kèm,유채
臆病,おくびょう,Pengecut,Cowardly,Hèn nhát,겁쟁이
遅らす,おくらす,menunda,delay,trì hoãn,지연
遅れ,おくれ,menunda,delay,trì hoãn,지연
起こす,おこす,bangun,wake up,thức dậy,일으키다
行い,おこない,Tindakan,Action,Hoạt động,행동
厳か,おごそか,serius,solemn,trang nghiêm,엄격한
傲る,おごる,bangga,be proud,hãy tự hào,이기다
長,おさ,panjang,long,dài,긴
押さえる,おさえる,Tekan ke bawah,Press down,Nhấn xuống,누르다
お先に,おさきに,Pertama,First,Đầu tiên,앞으로
収まる,おさまる,agar pas,to fit,để phù hợp,맞다
納まる,おさまる,agar sesuai,to fit in,để hòa nhập,납치하다
治まる,おさまる,surut,subside,lắng xuống,치료하다
お産,おさん,Persalinan,Childbirth,Sinh con,생산
教え,おしえ,pelajaran,lesson,bài học,가르침
押し込む,おしこむ,dorongan,push,xô,푸시
惜しむ,おしむ,Menyesali,Regret,Hối tiếc,아쉬운
お喋り,おしゃべり,mengobrol,chat,trò chuyện,말하기
お洒落,おしゃれ,Bergaya,Stylish,Phong cách,세련된
押し寄せる,おしよせる,terburu-buru,rushing,vội vã,밀어 넣다
お祖父さん,おじいさん,kakek,grandfather,ông nội,할아버지
お邪魔します,おじゃまします,Maaf mengganggu.,Excuse me for intruding.,Xin lỗi vì đã xen vào.,죄송합니다.
雄,おす,pria,male,nam giới,수컷
お世辞,おせじ,pujian,compliment,lời khen,아첨
襲う,おそう,menyerang,attack,tấn công,공격하다
遅くとも,おそくとも,paling lambat,at the latest,muộn nhất,늦어도
恐らく,おそらく,mungkin,perhaps,có lẽ,아마도
恐れ,おそれ,takut,fear,nỗi sợ,두려움
恐れ入る,おそれいる,Saya minta maaf.,I am sorry.,Tôi xin lỗi.,두려워하다
お大事に,おだいじに,Hati-hati,take care,bảo trọng,소중히
煽てる,おだてる,memuji,flatter,nịnh hót,부추기다
落ち込む,おちこむ,depresi,depressed,trầm cảm,우울하다
落ち着き,おちつき,Ketenangan,Calmness,Sự bình tĩnh,진정
落ち葉,おちば,daun-daun berguguran,fallen leaves,lá rụng,낙엽
落ちる,おちる,menu tarik turun,drop down,thả xuống,떨어지는
おっかない,おっかない,menakutkan,scary,đáng sợ,미안해.
仰っしゃる,おっしゃる,Anda berkata,You said,Bạn đã nói,부탁하다
乙,おつ,Otsu,Otsu,Otsu,을
お使い,おつかい,Menggunakan,Use,Sử dụng,사용
お手上げ,おてあげ,Aku menyerah.,I give up.,Tôi bỏ cuộc.,수상
御手洗い,おてあらい,Kamar kecil,Restroom,Nhà vệ sinh,화장실
弟,おと,adik,younger brother,em trai,동생
落とす,おとす,Menjatuhkan,Drop,Làm rơi,떨어뜨리다
訪れる,おとずれる,mengunjungi,visit,thăm nom,방문하다
大人しい,おとなしい,diam,quiet,im lặng,성인
少女,おとめ,gadis,girl,con gái,소녀
お供,おとも,pendamping,companion,bạn đồng hành,공공
衰える,おとろえる,membusuk,waste away,lãng phí,쇠약하다
おどおど,おどおど,pemalu,timid,nhút nhát,오도오도
脅かす,おどかす,mengancam,threaten,hăm dọa,위협하다
脅す,おどす,mengancam,threaten,hăm dọa,위협하다
驚き,おどろき,kejutan,surprise,sự ngạc nhiên,놀라움
同い年,おないどし,Seumur hidup,Same age,Cùng tuổi,같은 해
女子,おなご,Cewek-cewek,Girls,Các cô gái,여자
お願いします,おねがいします,Tolong,please,Xin vui lòng,제발
各,おのおの,setiap,each,mỗi,각
自ずから,おのずから,tentu saja,naturally,tự nhiên,스스로
お早う,おはよう,Selamat pagi,good morning,Chào buổi sáng,일찍
お祖母さん,おばあさん,nenek,grandmother,bà,할머니
怯える,おびえる,takut,frightened,sợ sệt,두려워하다
夥しい,おびただしい,tak terhitung,countless,vô số,힘들다
帯びる,おびる,untuk membawa,to carry,mang theo,오비다
覚え,おぼえ,Ingat,Remember,Nhớ,기억
御負け,おまけ,Kehilangan,Loss,Sự mất mát,패배
お巡りさん,おまわりさん,polisi,policeman,cảnh sát,둘러보기
お宮,おみや,Kuil,Shrine,Đền thờ,오미야
お襁褓,おむつ,popok,diapers,tã bỉm,襁褓
お目出度う,おめでとう,Selamat!,Congratulations!,Chúc mừng!,눈에 띄는
面,おも,permukaan,surface,bề mặt,얼굴
思い付き,おもいつき,Sebuah ide tiba-tiba,A sudden idea,Một ý tưởng bất chợt,추억
面白い,おもしろい,menarik,interesting,hấp dẫn,재미있는
玩具,おもちゃ,mainan,toy,đồ chơi,장난감
重なる,おもなる,tumpang tindih,overlapping,chồng chéo,중첩
趣,おもむき,mencicipi,taste,nếm,정취
赴く,おもむく,pergi,go,đi,부유하다
重役,おもやく,Eksekutif,Executive,Điều hành,중역
重んじる,おもんじる,untuk menilai,to value,để định giá,무거운
重んずる,おもんずる,untuk menilai,to value,để định giá,무거운
お休み,おやすみ,Hari libur,Day off,Ngày nghỉ,휴가
お八,おやつ,Ohachi,Ohachi,Ohachi,오팔
凡そ,およそ,tentang,about,Về,범죄
及び,および,Dan,and,Và,및
及ぶ,およぶ,Untuk mencapai,To reach,Để tiếp cận,확장
織,おり,Ori,Ori,Ori,짠
檻,おり,kurungan,cage,lồng,새장
折り返す,おりかえす,Kembali,Return,Trở lại,접기
織物,おりもの,kain,fabric,vải vóc,직물
織る,おる,menenun,weave,dệt,짜다
俺,おれ,SAYA,I,TÔI,나
愚か,おろか,konyol,foolish,ngu si,어리석은
疎か,おろそか,Menelantarkan,Neglect,Sao nhãng,희소한
終わる,おわる,Akhir,End,Kết thúc,끝내다
音色,おんいろ,nada,tone,âm thanh,음색
温和,おんわ,lembut,mild,nhẹ,온화
仮,か,bisa berubah,tentative,dự kiến,임시
科,か,departemen,department,phòng,과
個,か,bagian-bagian,pieces,mảnh,개
下位,かい,Lebih rendah,Lower,Thấp hơn,하위
階,かい,lantai,floor,sàn nhà,층
改悪,かいあく,Kemerosotan,Deterioration,Sự suy thoái,개악
海運,かいうん,pengiriman,shipping,vận chuyển,해운
改革,かいかく,pembaruan,reform,cải cách,개혁
貝殻,かいがら,kerang,shell,vỏ bọc,조개
階級,かいきゅう,kelas,class,lớp học,계급
海峡,かいきょう,selat,strait,eo biển,해협
会見,かいけん,Konferensi pers,Press conference,Họp báo,회견
介護,かいご,asuhan keperawatan,nursing care,chăm sóc điều dưỡng,간호
開催,かいさい,dipegang,held,cầm,개최
回収,かいしゅう,mengumpulkan,collect,sưu tầm,회수
改修,かいしゅう,renovasi,renovation,cải tạo,리노베이션
怪獣,かいじゅう,raksasa,monster,quái vật,괴물
